_Sr No.,World Ranking,Germany Ranking,_University Name,University Name,Course Type,Course Name,Course World Ranking,Teaching language,_language Req.,_Admission without IELTS/TOFEL,Required German Grade,GRE,Tution Fee (Per semester),Beginning Semester,Application DeadLine,Duration,Go to course website,Submit application to,_Daad SIte,Updated By,Checked By,Post writing ,Comment,
683,948,60,University of Augsburg,<a href="https://howtoabroad.com/university-of-augsburg/" title="University of Augsburg" target="_blank" >University of Augsburg</a>,Master's degree,Master of Science in Software Engineering,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4001/,Amar,,Phase 1,,
198,948,60,University of Augsburg,<a href="https://howtoabroad.com/university-of-augsburg/" title="University of Augsburg" target="_blank" >University of Augsburg</a>,Master's degree,English and American Studies,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6889/,,,Phase 2,,
365,948,60,University of Augsburg,<a href="https://howtoabroad.com/university-of-augsburg/" title="University of Augsburg" target="_blank" >University of Augsburg</a>,Master's degree,International Master in Materials Science,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3802/,,,Phase 3,,
385,948,60,University of Augsburg,<a href="https://howtoabroad.com/university-of-augsburg/" title="University of Augsburg" target="_blank" >University of Augsburg</a>,Master's degree,International Master's Programme in Mathematical Analysis and Modelling,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5306/,,,,,
635,1304,70,University of Bamberg,<a href="https://howtoabroad.com/university-of-bamberg/" title="University of Bamberg" target="_blank" >University of Bamberg</a> ",Master's degree,Master of Science in International Software Systems Science,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4521/,Amar,,Phase 1,,
217,1304,70,University of Bamberg,<a href="https://howtoabroad.com/university-of-bamberg/" title="University of Bamberg" target="_blank" >University of Bamberg</a> ",Master's degree,European Joint Master's Programme in English and American Studies,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3905/,,,Phase 2,,
147,1304,70,University of Bamberg,<a href="https://howtoabroad.com/university-of-bamberg/" title="University of Bamberg" target="_blank" >University of Bamberg</a> ",Master's degree,Double MA Degree in Political Science,,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4436/,,,,,
148,1304,70,University of Bamberg,<a href="https://howtoabroad.com/university-of-bamberg/" title="University of Bamberg" target="_blank" >University of Bamberg</a> ",Master's degree,Double MA Degree in Sociology,,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4820/,,,,,
1137,1304,70,University of Bamberg,<a href="https://howtoabroad.com/university-of-bamberg/" title="University of Bamberg" target="_blank" >University of Bamberg</a> ",Master's degree,Double Degree Programmes in Business Sciences,,German&English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4477/,,,,,
1187,1304,70,University of Bamberg,<a href="https://howtoabroad.com/university-of-bamberg/" title="University of Bamberg" target="_blank" >University of Bamberg</a> ",Master's degree,MA Double Degree Philosophy,,German&English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4862/,,,,,
1194,1304,70,University of Bamberg,<a href="https://howtoabroad.com/university-of-bamberg/" title="University of Bamberg" target="_blank" >University of Bamberg</a> ",Master's degree,Master in European Economic Studies (MSc in EES),,German&English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3636/,,,,,
1331,1304,70,University of Bamberg,<a href="https://howtoabroad.com/university-of-bamberg/" title="University of Bamberg" target="_blank" >University of Bamberg</a> ",Bachelor's degree,Bachelor in European Economic Studies (BSc in EES),,German&English,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3635/,,,,,
109,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Computer Science,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5245/,Amar,,Phase 1,,
899,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Scientific Computing (Elite Network of Bavaria),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5244/,,,Phase 3,,
204,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Environmental Chemistry (MSc),23 (For Chemistry),English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4766/,,,,,
206,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Environmental Geography,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5246/,,,,,
270,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Global Change Ecology (MSc),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3658/,,,,,
274,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Global History,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6929/,,,,,
289,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,History & Economics (Master of Arts),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4768/,,,,,
488,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Master Intercultural German Studies (Master Interkulturelle Germanistik),,German,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4702/,,,,,
496,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Master of Arts in African Verbal and Visual Arts: Languages& Literatures& Media and Art,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4044/,,,,,
861,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Philosophy & Economics (P&E),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5398/,,,,,
967,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Bachelor's degree,African Verbal and Visual Arts: Languages& Literatures& Media and Art (BA),,English,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5443/,,,,,
997,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Bachelor's degree,Bachelor of Intercultural German Studies (Bachelor Interkulturelle Germanistik),,German,,,,,none,Winter& Summer,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5562/,,,,,
1134,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Development Studies,,German&English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4694/,,,,,
1199,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Master Language-Interaction-Culture/Sprache-Interaktion-Kultur/Langue-Interaction-Culture,,German&English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4179/,,,,,
1419,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4461/,,,,,
1450,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",PhD / Doctorate,Bayreuth Graduate Centre for Cultural Studies& Social Sciences& and Humanities (BayKULT),,German,,,,,,Any time,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4596/,,,,,
234,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Experimental Geosciences (MSc),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3925/,,,Phase 5,,
244,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Food Quality and Safety,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6927/,,,Phase 5,,
273,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Global Food& Nutrition and Health,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6928/,,,Phase 5,,
378,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,International Master's Programme Biofabrication,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4597/,,,Phase 5,,
508,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Master of Arts in Intercultural Anglophone Studies,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3702/,,,Phase 5,,
865,536,43,University of Bayreuth,<a href="https://howtoabroad.com/university-of-bayreuth/" title="University of Bayreuth" target="_blank" >University of Bayreuth</a>   ",Master's degree,Physics,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4859/,,,Phase 5,,
64,124,5,University of Bonn,<a href="https://howtoabroad.com/university-of-bonn/" title="University of Bonn" target="_blank" >University of Bonn</a> ",Master's degree,Bonn-Cologne Graduate School of Physics and Astronomy: MSc in Astrophysics (Bonn),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3843/,,,Phase 5,,
65,124,5,University of Bonn,<a href="https://howtoabroad.com/university-of-bonn/" title="University of Bonn" target="_blank" >University of Bonn</a> ",Master's degree,Bonn-Cologne Graduate School of Physics and Astronomy: MSc in Physics (Bonn),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3842/,,,Phase 5,,
257,124,5,University of Bonn,<a href="https://howtoabroad.com/university-of-bonn/" title="University of Bonn" target="_blank" >University of Bonn</a> ",Master's degree,Geography of Environmental Risks and Human Security (MSc),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4342/,,,,,
553,124,5,University of Bonn,<a href="https://howtoabroad.com/university-of-bonn/" title="University of Bonn" target="_blank" >University of Bonn</a> ",Master's degree,Master of Neurosciences,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4060/,,,,,
1250,124,5,University of Bonn,<a href="https://howtoabroad.com/university-of-bonn/" title="University of Bonn" target="_blank" >University of Bonn</a> ",Master's degree,Renaissance Studies (MA),,German&English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3973/,,,,,
1326,124,5,University of Bonn,<a href="https://howtoabroad.com/university-of-bonn/" title="University of Bonn" target="_blank" >University of Bonn</a> ",Master's degree,Master's Programme in Mathematics,,English,,,,,,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5395/,,,,,
1359,124,5,University of Bonn,<a href="https://howtoabroad.com/university-of-bonn/" title="University of Bonn" target="_blank" >University of Bonn</a> ",Bachelor's degree,German-Italian Studies (BA),,German&French,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3846/,,,,,
1398,124,5,University of Bonn,<a href="https://howtoabroad.com/university-of-bonn/" title="University of Bonn" target="_blank" >University of Bonn</a> ",Language course,German-Italian Studies (MA),,German&Italian,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3657/,,,,,
1425,124,5,University of Bonn,<a href="https://howtoabroad.com/university-of-bonn/" title="University of Bonn" target="_blank" >University of Bonn</a> ",Master's degree,,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3972/,,,,,
256,124,5,University of Bonn,<a href="https://howtoabroad.com/university-of-bonn/" title="University of Bonn" target="_blank" >University of Bonn</a> ",Master's degree,Geodetic Engineering MSc,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7030/,Akashleena,,Phase 2,,
389,124,5,University of Bonn,<a href="https://howtoabroad.com/university-of-bonn/" title="University of Bonn" target="_blank" >University of Bonn</a> ",Master's degree,International Master's Programme in Plant Sciences,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4721/,,,Phase 4,,
603,124,5,University of Bonn,<a href="https://howtoabroad.com/university-of-bonn/" title="University of Bonn" target="_blank" >University of Bonn</a> ",Master's degree,Master of Science in Economics,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4034/,,,Phase 4,,
737,124,5,University of Bonn,<a href="https://howtoabroad.com/university-of-bonn/" title="University of Bonn" target="_blank" >University of Bonn</a> ",Master's degree,Master's Programme in Life Science Informatics (b-it),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3622/,,,Phase 4,,
786,124,5,University of Bonn,<a href="https://howtoabroad.com/university-of-bonn/" title="University of Bonn" target="_blank" >University of Bonn</a> ",Master's degree,Medical Immunosciences and Infection& Master of Science,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4776/,,,Phase 4,,
913,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,Space Engineering I (SpE-I),,English,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6275/,,,Phase 2,,
914,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,Space Engineering II (SpE-II),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6284/,,,Phase 2,,
46,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,Biochemistry and Molecular Biology (BMB),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3900/,,,,,
145,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,Digital Media,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3844/,,,,,
157,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,Ecology,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4119/,,,,,
405,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,International Studies in Aquatic Tropical Ecology& ISATEC (Study Profile in the Marine Biology MSc Programme),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3710/,,,,,
437,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,MA International Relations: Global Governance and Social Theory,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4861/,,,,,
454,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,Marine Biology,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3881/,,,,,
455,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,Marine Geosciences,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3712/,,,,,
823,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,MSc Medical Biometry / Biostatistics,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6476/,,,,,
829,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,MSc Physical Geography: Environmental History,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4706/,,,Phase 5,,
847,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,Neurosciences,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4256/,,,,,
873,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,Postgraduate Programme Environmental Physics - Atmosphere& Ocean& Land& Climate - PEP,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3913/,,,Phase 5,,
1259,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,Transnational Law (Hanse Law School),,German&English,,,,,none,Winter,,2 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5309/,,,,,
915,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,Space Sciences and Technologies – Sensing& Processing& Communication (Space-ST),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4771/,,,Phase 4,,
750,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,Materials Chemistry and Mineralogy,38 (For Chemistry),English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4353/,,,Phase 2,,
119,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",Master's degree,Control& Microsystems& Microelectronics (CMM),,English,,,,,none,Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3714/,,,Phase 5,,
1394,392,34,University of Bremen,<a href="https://howtoabroad.com/university-of-bremen/" title="University of Bremen" target="_blank" >University of Bremen</a> ",PhD / Doctorate,Communication & Information Technology& MSc (CIT),,English,,,,,none,Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3713/,,,Phase 6,,
72,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,Business Administration,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5435/,,,,,
151,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,Double Master's Programme in Business Administration,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4268/,,,,,
152,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,Double Master's Programme in Economics,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5442/,,,,,
162,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,Economic Research,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6359/,,,,,
163,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,Economics,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5441/,,,,,
907,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,Sociology and Social Research,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5451/,,,,,
1162,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,Health Economics,,German&English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5455/,,,,,
1169,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,Information Systems,,German&English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5453/,,,,,
1267,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,Double Master's Programme in Demography and Social Inequality,,English,,,,,,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5444/,,,,,
1268,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,Double Master's Programme in European Studies,,English,,,,,,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4376/,,,,,
1269,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,Double Master's Programme in Health Economics and Management,,English,,,,,,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5448/,,,,,
349,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,International Management (CEMS MIM) - Master of Science,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4182/,,,Phase 4,,
872,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,Political Science,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5450/,,,Phase 4,,
84,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,Chemistry,35 (For Chemistry),English,,,,,"300,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6898/,,,,,
66,181,13,University of Cologne,<a href="https://howtoabroad.com/university-of-cologne/" title="University of Cologne" target="_blank" >University of Cologne</a>,Master's degree,Bonn-Cologne Graduate School of Physics and Astronomy: MSc in Physics (Cologne),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4023/,,,Phase 5,,
210,388,33,University of Duisburg-Essen,<a href="https://howtoabroad.com/university-of-duisburg-essen/" title="University of Duisburg-Essen" target="_blank" >University of Duisburg-Essen</a> ",Master's degree,Environmental Toxicology,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6258/,,,,,
500,388,33,University of Duisburg-Essen,<a href="https://howtoabroad.com/university-of-duisburg-essen/" title="University of Duisburg-Essen" target="_blank" >University of Duisburg-Essen</a> ",Master's degree,Master of Arts in Contemporary East Asian Studies (MA CEAS),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3861/,,,,,
513,388,33,University of Duisburg-Essen,<a href="https://howtoabroad.com/university-of-duisburg-essen/" title="University of Duisburg-Essen" target="_blank" >University of Duisburg-Essen</a> ",Master's degree,Master of Arts in Modern East Asian Studies (MA MEAS),,English,,,,,none,Winter,,2 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4280/,,,,,
688,388,33,University of Duisburg-Essen,<a href="https://howtoabroad.com/university-of-duisburg-essen/" title="University of Duisburg-Essen" target="_blank" >University of Duisburg-Essen</a> ",Master's degree,Master of Science in Transnational Ecosystem-Based Water Management (TWM),,English,,,,,"1.000,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3825/,,,,,
1109,388,33,University of Duisburg-Essen,<a href="https://howtoabroad.com/university-of-duisburg-essen/" title="University of Duisburg-Essen" target="_blank" >University of Duisburg-Essen</a> ",Master's degree,Automation and Safety,,German&English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6154/,,,,,
1124,388,33,University of Duisburg-Essen,<a href="https://howtoabroad.com/university-of-duisburg-essen/" title="University of Duisburg-Essen" target="_blank" >University of Duisburg-Essen</a> ",Master's degree,Communications Engineering,,German&English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6246/,,,,,
