_Sr No.,World Ranking,Germany Ranking,_University Name,University Name,Course Type,Course Name,Course World Ranking,Teaching language,_language Req.,_Admission without IELTS/TOFEL,Required German Grade,GRE,Tution Fee (Per semester),Beginning Semester,Application DeadLine,Duration,Go to course website,Submit application to,_Daad SIte,Updated By,Checked By,Post writing ,Comment,
324,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Master's degree,International Business & Consulting - International Human Resource Management,,English,,,,,none,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4138/,,,,,
325,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Master's degree,International Business & Consulting - International Strategic Management,,English,,,,,none,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4137/,,,,,
337,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Master's degree,International Business Management (MSc),,English,,,,,"7.250,00",Winter,,2 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4448/,,,,,
339,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Master's degree,International Economics,,English,,,,,none,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5513/,,,,,
342,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Master's degree,International Finance,,English,,,,,none,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4088/,,,,,
360,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Master's degree,International Marketing Management,,English,,,,,none,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3621/,,,,,
517,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Master's degree,Master of Arts in Political Economy of European Integration,,English,,,,,none,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5515/,,,,,
709,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Master's degree,Master's in Business Management – Digital Business Management,,English,,,,,"3.700,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6994/,,,,,
1117,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Master's degree,Business Law in an International Context,,German&English,,,,,none,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4139/,,,,,
1155,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Master's degree,FACT - Finance& Accounting& Controlling & Taxation,,German&English,,,,,none,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5517/,,,,,
1191,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Master's degree,Marketing Management (German/English),,German&English,,,,,none,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4733/,,,,,
1399,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Bachelor's degree,Management International (German-French Programme (BA and MA)),,German&English,,,,,none,Winter,,9+ semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3855/,,,,,
1407,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Language course,,,English,,,,,none,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5514/,,,,,
404,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Master's degree,International Security Management,,English,,,,,none,Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6312/,,,Phase 6,,
1074,2469,95,Hochschule fur Wirtschaft und Recht Berlin,Hochschule fur Wirtschaft und Recht Berlin,Bachelor's degree,International Business Management,,English,,,,,none,Winter& Summer,,8 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3831/,,,Phase 6,,
1363,1186,65,Hochschule Hannover - University of Applied Sciences and Arts,Hochschule Hannover - University of Applied Sciences and Arts,Bachelor's degree,Health Information Management& Bachelor of Science (Bilingual),,German&English,,,,,none,Winter& Summer,,8 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6564/,,,,not written,
1364,1186,65,Hochschule Hannover - University of Applied Sciences and Arts,Hochschule Hannover - University of Applied Sciences and Arts,Bachelor's degree,Information Management& Bachelor of Arts (Bilingual),,German&English,,,,,none,Winter& Summer,,8 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6563/,,,,,
359,2681,99,Hochschule Niederrhein - University of Applied Sciences,Hochschule Niederrhein - University of Applied Sciences,Master's degree,International Management& Master of Arts,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5363/,,,,not written,
451,2681,99,Hochschule Niederrhein - University of Applied Sciences,Hochschule Niederrhein - University of Applied Sciences,Master's degree,Management of Textile Trade and Technology& Master of Science,,English,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4318/,,,Phase 3,not written,
1432,2681,99,Hochschule Niederrhein - University of Applied Sciences,Hochschule Niederrhein - University of Applied Sciences,Master's degree,,,English,,,,,none,Winter,,7 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4309/,,,,not written,
150,3475,141,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Master's degree,Double Master's Degree in Marine Engineering,,English,,,,,"1.500,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6336/,,,,not written,
458,3475,141,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Master's degree,Master Architectural Lighting and Design Management (part-time programme for professionals),,English,,,,,"3.900,00",Winter,,5 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4175/,,,,not written,
459,3475,141,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Master's degree,Master Architectural Lighting Design,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3795/,,,,not written,
467,3475,141,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Master's degree,Master Green Architecture (part-time programme for professionals),,English,,,,,"3.950,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4294/,,,,not written,
721,3475,141,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Master's degree,Master's in International Management,,English,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6210/,,,Phase 6,not written,
734,3475,141,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Master's degree,Master's Programme Architecture,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4281/,,,Phase 6,not written,
854,3475,141,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Master's degree,Operation and Management of Maritime Systems (OMMS),,English,,,,,none,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6317/,,,,not written,
1038,3475,141,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Bachelor's degree,Double Bachelor's Degree in Marine Engineering,,English,,,,,"1.150,00",Winter,,7 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6315/,,,,not written,
1039,3475,141,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Hochschule Wismar - University of Applied Sciences& Technology& Business and Design,Bachelor's degree,Double Bachelor's Degree in Nautical Sciences,,English,,,,,"1.000,00",Winter,,8 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7059/,,,,not written,
27,6250,236,Hof University of Applied Sciences,Hof University of Applied Sciences,Master's degree,Applied Research in Computer Science (MSc),,English,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6236/,Amar,,Phase 1,,
252,6250,236,Hof University of Applied Sciences,Hof University of Applied Sciences,Master's degree,General Management (MBA),,English,,,,,"3.150,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4729/,,,,,
855,6250,236,Hof University of Applied Sciences,Hof University of Applied Sciences,Master's degree,Operational Excellence (MBA and Eng),,English,,,,,"3.150,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4664/,,,,,
911,6250,236,Hof University of Applied Sciences,Hof University of Applied Sciences,Master's degree,Software Engineering for Industrial Applications (MEng),,English,,,,,"3.150,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3667/,,,,,
1059,6250,236,Hof University of Applied Sciences,Hof University of Applied Sciences,Bachelor's degree,Innovative Textiles,,English,,,,,"1.500,00",Winter,,7 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4501/,,,,,
1392,6250,236,Hof University of Applied Sciences,Hof University of Applied Sciences,Master's degree,Sustainability Management (MBA),,English,,,,,"3.690,00",,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7008/,,,,,
276,6250,236,Hof University of Applied Sciences,Hof University of Applied Sciences,Master's degree,Global Management,,English,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4473/,,,Phase 6,,
936,6250,236,Hof University of Applied Sciences,Hof University of Applied Sciences,Master's degree,Sustainable Textiles (MEng),,English,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6237/,,,Phase 6,,
809,6003,231,HSBA Hamburg School of Business Administration,HSBA Hamburg School of Business Administration,Master's degree,MSc Business Development,,English,,,,,"4.500,00",Winter,,5 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6409/,,,,not written,
465,NA,NA,HTW Dresden - University of Applied Sciences,HTW Dresden - University of Applied Sciences,Master's degree,Master Environmental Engineering (MEng),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4761/,,,Phase 2,NOT SURE,
543,NA,NA,HTW Dresden - University of Applied Sciences,HTW Dresden - University of Applied Sciences,Master's degree,Master of International Management (MA),,English,,,,,none,Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6149/,,,Phase 6,NOT SURE,
1136,NA,NA,HTW Dresden - University of Applied Sciences,HTW Dresden - University of Applied Sciences,Master's degree,Double Degree in Management of Small and Mid-Sized Companies (MA),,German&French,,,,,none,Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6930/,,,,NOT SURE,
1329,NA,NA,HTW Dresden - University of Applied Sciences,HTW Dresden - University of Applied Sciences,Bachelor's degree,Bachelor Electrical Engineering/Elektrotechnik (BEng),,German&English,,,,,none,Winter,,8 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4762/,,,,NOT SURE,
347,5269,207,htw saar - University of Applied Sciences,htw saar - University of Applied Sciences,Master's degree,International Management,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3852/,,,,NOT SURE,
845,5269,207,htw saar - University of Applied Sciences,htw saar - University of Applied Sciences,Master's degree,Neural Engineering (MSc),,English,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6567/,,,Phase 2,NOT SURE,
1064,5269,207,htw saar - University of Applied Sciences,htw saar - University of Applied Sciences,Bachelor's degree,International Business (Bachelor of Arts),,English,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6562/,,,,NOT SURE,
425,NA,NA,ifs international film school cologne,ifs international film school cologne,Master's degree,MA 3D Animation for Film & Games,,English,,,,,"1.500,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5308/,,,,,
429,NA,NA,ifs international film school cologne,ifs international film school cologne,Master's degree,MA Digital Narratives,,English,,,,,"3.250,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4658/,,,,,
440,NA,NA,ifs international film school cologne,ifs international film school cologne,Master's degree,MA Serial Storytelling,,English,,,,,"2.500,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4462/,,,,,
77,5539,214,International School of Management (ISM),International School of Management (ISM),Master's degree,Business Intelligence & Data Science (MSc),,English,,,,,"6.180,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6238/,,,,,
237,5539,214,International School of Management (ISM),International School of Management (ISM),Master's degree,Finance (MSc),,English,,,,,"6.180,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5262/,,,,,
326,5539,214,International School of Management (ISM),International School of Management (ISM),Master's degree,International Business (MA),,English,,,,,"6.180,00",Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5263/,,,,,
346,5539,214,International School of Management (ISM),International School of Management (ISM),Master's degree,International Logistics & Supply Chain Management (MSc),,English,,,,,"6.480,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5261/,,,,,
352,5539,214,International School of Management (ISM),International School of Management (ISM),Master's degree,International Management (MSc),,English,,,,,"6.180,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5260/,,,,,
424,5539,214,International School of Management (ISM),International School of Management (ISM),Master's degree,Luxury& Fashion & Sales Management (MA),,English,,,,,"6.180,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5265/,,,,,
921,5539,214,International School of Management (ISM),International School of Management (ISM),Master's degree,Strategic Marketing Management (MA),,English,,,,,"6.180,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5264/,,,,,
1058,5539,214,International School of Management (ISM),International School of Management (ISM),Bachelor's degree,Information Systems (BSc),,English,,,,,"5.280,00",Winter& Summer,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7070/,,,,,
1085,5539,214,International School of Management (ISM),International School of Management (ISM),Bachelor's degree,International Management (BSc),,English,,,,,"5.280,00",Winter& Summer,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5259/,,,,,
1275,5539,214,International School of Management (ISM),International School of Management (ISM),Master's degree,General Management (MBA),,English,,,,,,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7090/,,,,,
1471,NA,NA,Internationale Hochschule SDI Munich /International University SDI Munich ,Internationale Hochschule SDI Munich /International University SDI Munich ,Language course,Applied Linguistics for Chinese Language Teachers and Translators,,English,,,,,,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6937/,,,,,
671,215,18,Johannes Gutenberg University Mainz,Johannes Gutenberg University Mainz,Master's degree,Master of Science in Physics (Research-Oriented),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7089/,,,Phase 3,,
1156,215,18,Johannes Gutenberg University Mainz,Johannes Gutenberg University Mainz,Master's degree,Franco-German Master of Arts in German Studies / Master Recherche Études Germaniques& Mainz-Dijon,,German&French,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4624/,,,,,
1183,215,18,Johannes Gutenberg University Mainz,Johannes Gutenberg University Mainz,Master's degree,Joint Master: Transnational German Studies,,German&English,,,,,"826,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7031/,,,,,
1357,215,18,Johannes Gutenberg University Mainz,Johannes Gutenberg University Mainz,Bachelor's degree,Franco-German Bachelor of Arts / Licence in German and French Language& Literature and Culture Mainz-Dijon,,German&French,,,,,none,Winter& Summer,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4508/,,,,,
241,3282,134,Kaiserslautern University of Applied Sciences,Kaiserslautern University of Applied Sciences,Master's degree,Financial Services Management,,English,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4583/,,,Phase 6,,
780,3282,134,Kaiserslautern University of Applied Sciences,Kaiserslautern University of Applied Sciences,Master's degree,Mechanical Engineering/Mechatronics (MEng),,English,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4202/,Amar,,Phase 1,,
353,3282,134,Kaiserslautern University of Applied Sciences,Kaiserslautern University of Applied Sciences,Master's degree,International Management and Finance (Double Degree),,English,,,,,none,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4549/,,,,,
885,3282,134,Kaiserslautern University of Applied Sciences,Kaiserslautern University of Applied Sciences,Master's degree,Refinement of Polymer and Composite Products,,English,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4398/,,,Phase 6,,
420,7714,294,Karlshochschule International University,Karlshochschule International University,Master's degree,Leadership – Politics& Philosophy & Economics (MA),,English,,,,,"4.140,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7083/,,,,,
445,7714,294,Karlshochschule International University,Karlshochschule International University,Master's degree,Management (MA),,English,,,,,"4.140,00",Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4361/,,,,,
1033,7714,294,Karlshochschule International University,Karlshochschule International University,Bachelor's degree,Citizenship and Civic Engagement (BA),,English,,,,,"4.140,00",Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6355/,,,,,
1053,7714,294,Karlshochschule International University,Karlshochschule International University,Bachelor's degree,Globalisation& Governance and Law (BA),,English,,,,,"4.140,00",Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7129/,,,,,
1061,7714,294,Karlshochschule International University,Karlshochschule International University,Bachelor's degree,International Business (BA),,English,,,,,"4.140,00",Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4331/,,,,,
1088,7714,294,Karlshochschule International University,Karlshochschule International University,Bachelor's degree,International Relations (BA),,English,,,,,"4.140,00",Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4629/,,,,,
1374,7714,294,Karlshochschule International University,Karlshochschule International University,Bachelor's degree,Management (BA),,German&English,,,,,"4.140,00",Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5279/,,,,,
175,5681,216,Kempten University of Applied Sciences,Kempten University of Applied Sciences,Master's degree,Electrical Engineering,,English,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4140/,,,Phase 2,,
1313,5681,216,Kempten University of Applied Sciences,Kempten University of Applied Sciences,Master's degree,MBA General Management (Special Track),,English,,,,,,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6226/,,,,,
1316,5681,216,Kempten University of Applied Sciences,Kempten University of Applied Sciences,Master's degree,MBA International Business Management & Leadership,,English,,,,,,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4344/,,,,,
1317,5681,216,Kempten University of Applied Sciences,Kempten University of Applied Sciences,Master's degree,MBA Sales Management (Special Track),,English,,,,,,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6230/,,,,,
1318,5681,216,Kempten University of Applied Sciences,Kempten University of Applied Sciences,Master's degree,MBA Supply Chain Management (Special Track),,English,,,,,,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6231/,,,,,
1460,NA,NA,Leibniz Institute of Agricultural Development in Transition Economies (IAMO),Leibniz Institute of Agricultural Development in Transition Economies (IAMO),PhD / Doctorate,IAMO Graduate School,,German,,,,,,Any time,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4438/,,,,,
1465,NA,NA,Leibniz Institute on Aging - Fritz Lipmann Institute e.V. (FLI),Leibniz Institute on Aging - Fritz Lipmann Institute e.V. (FLI),PhD / Doctorate,Leibniz Graduate School on Aging and Age-Related Diseases (LGSA),,English,,,,,,Any time,,8 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4426/,,,,,
775,6321,238,Ludwigshafen University of Business and Society,Ludwigshafen University of Business and Society,Master's degree,MBA Wine& Sustainability & Sales,,English,,,,,"3.500,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4760/,,,,,
851,6321,238,Ludwigshafen University of Business and Society,Ludwigshafen University of Business and Society,Master's degree,ONLINE Distance Learning Programme Master of Business Administration in International Business Management (MBA) – Internationale Betriebswirtschaftslehre – English language,,English,,,,,"2.250,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5636/,,,,,
957,4230,168,Magdeburg-Stendal University of Applied Sciences,Magdeburg-Stendal University of Applied Sciences,Master's degree,Water Engineering,,English,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6349/,,,Phase 6,,
509,3644,148,Mainz University of Applied Sciences,Mainz University of Applied Sciences,Master's degree,Master of Arts in International Business (MA IB),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3826/,,,,,
1196,3644,148,Mainz University of Applied Sciences,Mainz University of Applied Sciences,Master's degree,Master in International Business (Argentinian-German) | Maestría Argentino-Alemana Negocios Internacionales,,English&Spanish,,,,,none,Winter,,5 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4515/,,,,,
1367,3644,148,Mainz University of Applied Sciences,Mainz University of Applied Sciences,Bachelor's degree,International Civil Engineering (ICE),,German&English,,,,,none,Winter,,7 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7151/,,,,,
169,366,32,Martin Luther University Halle-Wittenberg,Martin Luther University Halle-Wittenberg,Master's degree,Economics: Data Science and Policy,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7036/,Amar,,Phase 1,,
1028,366,32,Martin Luther University Halle-Wittenberg,Martin Luther University Halle-Wittenberg,Bachelor's degree,Business Economics,,English,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3744/,,,,,
673,366,32,Martin Luther University Halle-Wittenberg,Martin Luther University Halle-Wittenberg,Master's degree,Master of Science in Polymer Materials Science,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3605/,,,Phase 4,,
1476,NA,NA,Max Planck Institute for Informatics,Max Planck Institute for Informatics,PhD / Doctorate,International Max Planck Research School on Trustworthy Computing,,English,,,,,,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7050/,,,,,
815,NA,NA,Max Planck Institute for Marine Microbiology,Max Planck Institute for Marine Microbiology,Master's degree,MSc in Marine Microbiology (MarMic),,English,,,,,none,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3874/,,,,,
394,NA,NA,Max Planck Institute for the Science of Light,Max Planck Institute for the Science of Light,Master's degree,International Max Planck Research School Physics of Light (IMPRS-PL),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4751/,,,Phase 6,,
550,NA,NA,Munich Intellectual Property Law Center,Munich Intellectual Property Law Center,Master's degree,Master of Laws in Intellectual Property and Competition Law,,English,,,,,"16.000,00",Winter,,2 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3867/,,,,,
134,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,Data Science: Master's Degree in Data & Knowledge Engineering (MDKE),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4429/,Amar,,Phase 1,,
83,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,Chemical and Energy Engineering,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3764/,,,Phase 2,,
141,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,Digital Engineering (DigiEng),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4427/,,,Phase 2,,
790,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,Medical Systems Engineering (MSE),,English,,,,,none,Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6905/,,,Phase 2,,
877,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,Process Safety and Environmental Engineering (PSEE),,English,,,,,none,Winter& Summer,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4707/,,,Phase 2,,
940,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,Systems Engineering in Manufacturing,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4827/,,,Phase 2,,
160,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,Economic Policy Analysis (EPA),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6915/,,,,,
223,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,European Studies (MA),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3986/,,,,,
238,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,Financial Economics (FINEC),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3594/,,,,,
398,615,45,Otto von Guericke University Magdeburg,Otto von Guericke University Magdeburg,Master's degree,International Performance Analysis of Sport (IMPAS),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4159/,,,,,
